action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
update_svi,,,980000,22370000,550290000,true,19280000,true,33280000,35000000,,,
mint,,,,,,,,,,,68282204721824,true,167958398026
update_basis,73427843110000,73395100000000,,,,,,,,,,,
update_svi,,,720000,18360000,424400000,true,13080000,true,25300000,35000000,,,
mint,,,,,,,,,,,68510648443957,false,746423655048
update_basis,71599747340000,71584889310000,,,,,,,,,,,
update_svi,,,970000,20640000,569430000,true,21700000,true,38320000,35000000,,,
mint,,,,,,,,,,,65332654333730,true,153734274112
update_basis,71714815790000,71705029690000,,,,,,,,,,,
update_svi,,,1340000,18420000,741450000,true,29400000,true,27290000,35000000,,,
mint,,,,,,,,,,,72329743870761,false,68863549550
update_basis,71749972660000,71747146660000,,,,,,,,,,,
update_svi,,,970000,19920000,538570000,true,17470000,true,37990000,35000000,,,
mint,,,,,,,,,,,66921892315467,false,1435178686604
update_basis,71423130480000,71422783400000,,,,,,,,,,,
update_svi,,,1220000,19950000,604010000,true,20120000,true,27280000,35000000,,,
mint,,,,,,,,,,,69216300521301,false,516562295852
update_basis,71931269730000,71918537050000,,,,,,,,,,,
update_svi,,,1230000,20950000,628550000,true,27340000,true,27060000,35000000,,,
mint,,,,,,,,,,,76050277161028,false,137265870796
update_basis,71713582590000,71685449490000,,,,,,,,,,,
update_svi,,,1130000,20470000,563990000,true,21700000,true,29450000,35000000,,,
mint,,,,,,,,,,,75790681577641,true,427700133443
update_basis,71659911820000,71636002700000,,,,,,,,,,,
update_svi,,,1110000,22070000,585260000,true,22870000,true,29710000,35000000,,,
mint,,,,,,,,,,,67656383167826,true,140226244016
update_basis,71713582590000,71685449490000,,,,,,,,,,,
update_svi,,,1130000,20470000,563990000,true,21700000,true,29450000,35000000,,,
mint,,,,,,,,,,,75887135049465,false,25439578481
update_basis,72042391200000,72025805470000,,,,,,,,,,,
update_svi,,,1110000,21050000,578290000,true,23880000,true,23730000,35000000,,,
mint,,,,,,,,,,,67404762412412,false,604889590589
update_basis,71657073410000,71641182790000,,,,,,,,,,,
update_svi,,,1050000,20970000,540810000,true,20680000,true,29530000,35000000,,,
mint,,,,,,,,,,,63055375283597,true,31237107673
update_basis,72024465680000,71960343550000,,,,,,,,,,,
update_svi,,,1070000,20240000,567870000,true,25830000,true,31220000,35000000,,,
mint,,,,,,,,,,,78158430190247,false,159392841809
update_basis,72024465680000,71960343550000,,,,,,,,,,,
update_svi,,,1070000,20240000,567870000,true,25830000,true,31220000,35000000,,,
mint,,,,,,,,,,,73036022073226,false,23366091203
update_basis,73324169900000,73294823360000,,,,,,,,,,,
update_svi,,,430000,19540000,344670000,true,9880000,true,36750000,35000000,,,
mint,,,,,,,,,,,75825210860242,true,1023094213655
update_basis,72308899090000,72910005800000,,,,,,,,,,,
update_svi,,,1100000,19760000,613450000,true,26520000,true,29470000,35000000,,,
mint,,,,,,,,,,,73827772704464,true,487090192963
update_basis,72888050350000,72844914770000,,,,,,,,,,,
update_svi,,,1130000,18120000,581160000,true,24910000,true,30240000,35000000,,,
mint,,,,,,,,,,,74949967018184,true,631565817220
update_basis,72711852010000,72667193080000,,,,,,,,,,,
update_svi,,,1110000,19350000,634610000,true,26180000,true,28170000,35000000,,,
mint,,,,,,,,,,,77073697730151,true,1280252120964
update_basis,72711852010000,72667193080000,,,,,,,,,,,
update_svi,,,1110000,19350000,634610000,true,26180000,true,28170000,35000000,,,
mint,,,,,,,,,,,78833259317370,true,5273402232848
update_basis,73108553600000,73070388170000,,,,,,,,,,,
update_svi,,,1250000,17270000,702530000,true,35210000,true,28520000,35000000,,,
mint,,,,,,,,,,,73916003830602,false,170158748779
update_basis,72876528980000,72832334700000,,,,,,,,,,,
update_svi,,,1040000,17980000,563620000,true,24290000,true,33440000,35000000,,,
mint,,,,,,,,,,,69685846142620,false,264438532755
update_basis,73108553600000,73377539290000,,,,,,,,,,,
update_svi,,,1220000,16730000,634990000,true,28310000,true,28160000,35000000,,,
mint,,,,,,,,,,,73003529502322,false,26812060176
update_basis,73414383760000,73377539290000,,,,,,,,,,,
update_svi,,,1120000,17660000,588580000,true,27670000,true,32840000,35000000,,,
mint,,,,,,,,,,,66271809995771,false,1443463895464
update_basis,73296559130000,73255446420000,,,,,,,,,,,
update_svi,,,1000000,17840000,574180000,true,28690000,true,36330000,35000000,,,
mint,,,,,,,,,,,77428170018959,true,1098434735517
update_basis,72847445860000,72816023390000,,,,,,,,,,,
update_svi,,,990000,18120000,533450000,true,23770000,true,37390000,35000000,,,
mint,,,,,,,,,,,74938500830510,true,613239425960
update_basis,72982606910000,72953012070000,,,,,,,,,,,
update_svi,,,870000,18950000,507480000,true,23380000,true,39980000,35000000,,,
mint,,,,,,,,,,,68615481393441,false,608288385771
update_basis,73523001880000,73476181580000,,,,,,,,,,,
update_svi,,,480000,19310000,392270000,true,11260000,true,36830000,35000000,,,
mint,,,,,,,,,,,78794636460398,true,763057582356
update_basis,73466053210000,73444506020000,,,,,,,,,,,
update_svi,,,540000,19440000,402670000,true,12810000,true,34200000,35000000,,,
mint,,,,,,,,,,,71610937586542,true,50363005646
update_basis,72982606910000,72953012070000,,,,,,,,,,,
update_svi,,,870000,18950000,507480000,true,23380000,true,39980000,35000000,,,
mint,,,,,,,,,,,74979891305593,false,225773992529
update_basis,73203888040000,73166647190000,,,,,,,,,,,
update_svi,,,910000,18130000,529490000,true,24940000,true,40840000,35000000,,,
mint,,,,,,,,,,,75850348746025,false,194792827765
update_basis,73183611480000,73144458930000,,,,,,,,,,,
update_svi,,,870000,18600000,517960000,true,23770000,true,41170000,35000000,,,
mint,,,,,,,,,,,78391725960266,true,2713823790900
update_basis,73258308530000,73216951070000,,,,,,,,,,,
update_svi,,,1180000,17430000,657290000,true,33490000,true,27860000,35000000,,,
mint,,,,,,,,,,,73826971217607,false,161707832052
update_basis,73338577800000,73293095200000,,,,,,,,,,,
update_svi,,,810000,18010000,527790000,true,22380000,true,43420000,35000000,,,
mint,,,,,,,,,,,66732826925728,true,122081991245
update_basis,73523001880000,73476181580000,,,,,,,,,,,
update_svi,,,480000,19310000,392270000,true,11260000,true,36830000,35000000,,,
mint,,,,,,,,,,,69053549920642,true,142939289720
update_basis,73442643160000,73394052100000,,,,,,,,,,,
update_svi,,,1170000,16790000,733570000,true,33090000,true,26220000,35000000,,,
mint,,,,,,,,,,,65843912084778,true,62988448173
update_basis,73442643160000,73397678950000,,,,,,,,,,,
update_svi,,,1170000,16790000,733570000,true,33090000,true,26220000,35000000,,,
mint,,,,,,,,,,,72244919382399,false,227262550910
update_basis,73573428970000,73523408850000,,,,,,,,,,,
update_svi,,,1000000,17000000,601000000,true,24900000,true,34220000,35000000,,,
mint,,,,,,,,,,,79345988676301,false,91780250058
update_basis,73079618410000,73038917710000,,,,,,,,,,,
update_svi,,,550000,20490000,372350000,true,12610000,true,44410000,35000000,,,
mint,,,,,,,,,,,65468532677500,true,66241320205
update_basis,73170434730000,73147188300000,,,,,,,,,,,
update_svi,,,340000,20100000,299850000,true,6470000,true,40460000,35000000,,,
mint,,,,,,,,,,,66260065832824,true,202527163566
update_basis,73196769860000,73155229790000,,,,,,,,,,,
update_svi,,,760000,19070000,474750000,true,18920000,true,37710000,35000000,,,
mint,,,,,,,,,,,77029208069614,true,962785875953
update_basis,73167618940000,73123592700000,,,,,,,,,,,
update_svi,,,680000,20040000,457880000,true,14740000,true,39240000,35000000,,,
mint,,,,,,,,,,,78199224336064,false,138740866884
update_basis,73167618940000,73123592700000,,,,,,,,,,,
update_svi,,,680000,20040000,457880000,true,14740000,true,39240000,35000000,,,
mint,,,,,,,,,,,65483066405700,true,116730584326
update_basis,73111185340000,73110667580000,,,,,,,,,,,
update_svi,,,490000,19150000,366580000,true,12000000,true,38300000,35000000,,,
mint,,,,,,,,,,,68289166097419,true,73223997203
update_basis,73343812640000,73306078720000,,,,,,,,,,,
update_svi,,,710000,19100000,493930000,true,17870000,true,38890000,35000000,,,
mint,,,,,,,,,,,73459897762201,true,394114277411
update_basis,73343812640000,73306078720000,,,,,,,,,,,
update_svi,,,710000,19100000,493930000,true,17870000,true,38890000,35000000,,,
mint,,,,,,,,,,,70586793453307,false,453513725481
update_basis,73238986180000,73202080730000,,,,,,,,,,,
update_svi,,,670000,19330000,458760000,true,16570000,true,40420000,35000000,,,
mint,,,,,,,,,,,69486163492660,true,68791882649
update_basis,73352311870000,73309273230000,,,,,,,,,,,
update_svi,,,890000,17780000,549520000,true,20640000,true,31030000,35000000,,,
mint,,,,,,,,,,,71111969137685,true,200816148484
update_basis,73367604600000,73306306030000,,,,,,,,,,,
update_svi,,,700000,18030000,464850000,true,17980000,true,38930000,35000000,,,
mint,,,,,,,,,,,70645193825662,false,240137489358
update_basis,73367604600000,73331952640000,,,,,,,,,,,
update_svi,,,890000,17160000,558340000,true,21170000,true,31530000,35000000,,,
mint,,,,,,,,,,,76748537652988,true,250974340428
update_basis,73359564790000,73306306030000,,,,,,,,,,,
update_svi,,,700000,18030000,464850000,true,17980000,true,38930000,35000000,,,
mint,,,,,,,,,,,67095642693431,true,170100068984
update_basis,73359564790000,73306306030000,,,,,,,,,,,
update_svi,,,700000,18030000,464850000,true,17980000,true,38930000,35000000,,,
mint,,,,,,,,,,,72148047107146,false,47978229264
update_basis,73051178310000,73027012600000,,,,,,,,,,,
update_svi,,,340000,20850000,281820000,true,5390000,true,40600000,35000000,,,
mint,,,,,,,,,,,73041731765614,false,214141435617
update_basis,73265627990000,73217430860000,,,,,,,,,,,
update_svi,,,890000,16930000,563750000,true,23110000,true,33250000,35000000,,,
mint,,,,,,,,,,,66153159424145,false,502370537598
update_basis,73188030630000,73168029980000,,,,,,,,,,,
update_svi,,,470000,20200000,356960000,true,10200000,true,34770000,35000000,,,
mint,,,,,,,,,,,66225674381505,true,64925553073
update_basis,73546003680000,73509759930000,,,,,,,,,,,
update_svi,,,480000,19620000,326350000,true,10540000,true,43780000,35000000,,,
mint,,,,,,,,,,,67908374862522,true,192325260620
update_basis,73693111640000,73645074730000,,,,,,,,,,,
update_svi,,,610000,18650000,451720000,true,14880000,true,42260000,35000000,,,
mint,,,,,,,,,,,74265106658126,true,164392475066
update_basis,73104233080000,73084569000000,,,,,,,,,,,
update_svi,,,360000,20190000,328860000,true,6740000,true,41630000,35000000,,,
mint,,,,,,,,,,,77726015508303,true,717163455884
update_basis,73008115100000,72996956030000,,,,,,,,,,,
update_svi,,,230000,15100000,159380000,true,6180000,true,36060000,35000000,,,
mint,,,,,,,,,,,68355635350227,true,137064580201
update_basis,73292067680000,73259617500000,,,,,,,,,,,
update_svi,,,520000,19210000,384330000,true,12850000,true,32680000,35000000,,,
mint,,,,,,,,,,,68952178483329,true,14906493434
update_basis,72900626370000,72773414030000,,,,,,,,,,,
update_svi,,,270000,15080000,212740000,true,10220000,true,34430000,35000000,,,
mint,,,,,,,,,,,69374542009037,false,1265145708157
update_basis,73333968870000,73304520980000,,,,,,,,,,,
update_svi,,,670000,18950000,468560000,true,17160000,true,26560000,35000000,,,
mint,,,,,,,,,,,77573390362461,false,76618788027
update_basis,73480198510000,73447319900000,,,,,,,,,,,
update_svi,,,500000,19060000,408570000,true,11820000,true,33290000,35000000,,,
mint,,,,,,,,,,,76160026959662,true,1144201349971
update_basis,73480198510000,73447319900000,,,,,,,,,,,
update_svi,,,500000,19060000,408570000,true,11820000,true,33290000,35000000,,,
mint,,,,,,,,,,,76291068130721,false,68004416192
update_basis,73267606060000,73246258770000,,,,,,,,,,,
update_svi,,,540000,18730000,419390000,true,13580000,true,31370000,35000000,,,
mint,,,,,,,,,,,68317701004715,false,329789356669
update_basis,73230289950000,73197879240000,,,,,,,,,,,
update_svi,,,520000,18790000,408930000,true,13110000,true,32030000,35000000,,,
mint,,,,,,,,,,,74570275071414,false,35188138435
update_basis,72900626370000,72893012040000,,,,,,,,,,,
update_svi,,,270000,15080000,212740000,true,10220000,true,34430000,35000000,,,
mint,,,,,,,,,,,77900994473501,false,91881818936
update_basis,73191359900000,73157079440000,,,,,,,,,,,
update_svi,,,380000,19640000,333000000,true,7890000,true,36780000,35000000,,,
mint,,,,,,,,,,,68453432542924,false,2139607918444
update_basis,73108938430000,73084352570000,,,,,,,,,,,
update_svi,,,400000,19400000,348790000,true,8930000,true,36390000,35000000,,,
mint,,,,,,,,,,,76583052570124,true,1152986898577
update_basis,72824670250000,72821611590000,,,,,,,,,,,
update_svi,,,420000,20300000,360410000,true,8280000,true,34220000,35000000,,,
mint,,,,,,,,,,,70759230012487,true,169510278076
update_basis,72681910050000,72666789980000,,,,,,,,,,,
update_svi,,,550000,19160000,429700000,true,13090000,true,32970000,35000000,,,
mint,,,,,,,,,,,67898168293570,true,148040495529
update_basis,72681910050000,72666789980000,,,,,,,,,,,
update_svi,,,550000,19160000,429700000,true,13090000,true,32970000,35000000,,,
mint,,,,,,,,,,,66875643528078,true,211289224047
update_basis,72712827140000,72740757340000,,,,,,,,,,,
update_svi,,,430000,20090000,357940000,true,8900000,true,35420000,35000000,,,
mint,,,,,,,,,,,72150608499914,true,118669811386
update_basis,72753497060000,72740757340000,,,,,,,,,,,
update_svi,,,360000,20580000,327800000,true,6400000,true,36920000,35000000,,,
mint,,,,,,,,,,,68585975621769,false,918722173732
update_basis,72686487880000,72706201370000,,,,,,,,,,,
update_svi,,,310000,20490000,283730000,true,4460000,true,39760000,35000000,,,
mint,,,,,,,,,,,78157235140214,true,4406561268231
update_basis,72741069680000,72729236170000,,,,,,,,,,,
update_svi,,,430000,19360000,377760000,true,9510000,true,36410000,35000000,,,
mint,,,,,,,,,,,69854528084470,false,1231049420177
update_basis,72741069680000,72592433770000,,,,,,,,,,,
update_svi,,,350000,19190000,356370000,true,4410000,true,39190000,35000000,,,
mint,,,,,,,,,,,77816154275338,false,40728297907
update_basis,72539879560000,72521468680000,,,,,,,,,,,
update_svi,,,360000,18680000,358950000,true,5870000,true,39680000,35000000,,,
mint,,,,,,,,,,,69989912423888,false,815921483791
update_basis,72368893110000,72351729060000,,,,,,,,,,,
update_svi,,,310000,19840000,343150000,true,4830000,true,42140000,35000000,,,
mint,,,,,,,,,,,65019662692164,false,3819874877283
update_basis,72709537940000,72687342700000,,,,,,,,,,,
update_svi,,,160000,19700000,271450000,true,290000,true,45730000,35000000,,,
mint,,,,,,,,,,,76996486471933,true,1976612568496
update_basis,72766379770000,72696868180000,,,,,,,,,,,
update_svi,,,310000,19250000,356700000,true,5030000,true,39730000,35000000,,,
mint,,,,,,,,,,,72280811798886,false,242287047200
update_basis,72710416380000,72618986540000,,,,,,,,,,,
update_svi,,,260000,19490000,322160000,true,3440000,true,41410000,35000000,,,
mint,,,,,,,,,,,69716120193903,true,30478796489
update_basis,72635185320000,72681748900000,,,,,,,,,,,
update_svi,,,260000,19490000,322160000,true,3440000,true,41410000,35000000,,,
mint,,,,,,,,,,,69959564977347,true,126873588537
update_basis,72690471020000,72672315860000,,,,,,,,,,,
update_svi,,,380000,19160000,389260000,true,7300000,true,35090000,35000000,,,
mint,,,,,,,,,,,74393054990217,false,61347568288
update_basis,72597913900000,72588806580000,,,,,,,,,,,
update_svi,,,260000,19530000,316020000,true,3500000,true,40980000,35000000,,,
mint,,,,,,,,,,,67415392842326,true,131245588764
update_basis,72906532380000,72892244980000,,,,,,,,,,,
update_svi,,,290000,18830000,343620000,true,5190000,true,40180000,35000000,,,
mint,,,,,,,,,,,68691039516028,false,1896227390675
update_basis,72846358590000,72823927010000,,,,,,,,,,,
update_svi,,,380000,19390000,385350000,true,7130000,true,33560000,35000000,,,
mint,,,,,,,,,,,76900272895349,true,1772427741456
update_basis,72846358590000,72823927010000,,,,,,,,,,,
update_svi,,,310000,19830000,342510000,true,4590000,true,35890000,35000000,,,
mint,,,,,,,,,,,69432257361849,true,197387872558
update_basis,72705827750000,72685809150000,,,,,,,,,,,
update_svi,,,260000,14200000,113670000,true,4720000,true,29470000,35000000,,,
mint,,,,,,,,,,,69035060148142,false,452255051237
update_basis,72799526490000,72895294130000,,,,,,,,,,,
update_svi,,,370000,18950000,406380000,true,7000000,true,35660000,35000000,,,
mint,,,,,,,,,,,65772798465439,false,3342696819450
update_basis,72921340560000,72895294130000,,,,,,,,,,,
update_svi,,,400000,18950000,400180000,true,8360000,true,33160000,35000000,,,
mint,,,,,,,,,,,72899313107389,false,27782420133
update_basis,72789728820000,72762935560000,,,,,,,,,,,
update_svi,,,630000,17660000,529740000,true,16530000,true,24510000,35000000,,,
mint,,,,,,,,,,,66678481731539,true,41769290787
update_basis,72789728820000,72762935560000,,,,,,,,,,,
update_svi,,,630000,17660000,529740000,true,16530000,true,24510000,35000000,,,
mint,,,,,,,,,,,67338995145377,true,136765164369
